fev-19,ETANOL HIDRATADO,NORTE,PARA,ABAETETUBA,4.65
fev-19,ETANOL HIDRATADO,NORDESTE,MARANHAO,ACAILANDIA,3.389
fev-19,ETANOL HIDRATADO,SUDESTE,SAO PAULO,ADAMANTINA,2.55
fev-19,ETANOL HIDRATADO,CENTRO OESTE,GOIAS,AGUAS LINDAS DE GOIAS,2.823
fev-19,ETANOL HIDRATADO,NORDESTE,BAHIA,ALAGOINHAS,3.208
fev-19,ETANOL HIDRATADO,SUL,RIO GRANDE DO SUL,ALEGRETE,4.15
fev-19,ETANOL HIDRATADO,SUDESTE,MINAS GERAIS,ALFENAS,2.952
fev-19,ETANOL HIDRATADO,CENTRO OESTE,MATO GROSSO,ALTA FLORESTA,2.987
fev-19,ETANOL HIDRATADO,NORTE,PARA,ALTAMIRA,4.049
fev-19,ETANOL HIDRATADO,SUL,RIO GRANDE DO SUL,ALVORADA,3.934
fev-19,ETANOL HIDRATADO,SUDESTE,SAO PAULO,AMERICANA,2.504
fev-19,ETANOL HIDRATADO,SUDESTE,SAO PAULO,AMPARO,2.758
fev-19,ETANOL HIDRATADO,NORTE,PARA,ANANINDEUA,3.427
fev-19,ETANOL HIDRATADO,CENTRO OESTE,GOIAS,ANAPOLIS,2.69
fev-19,ETANOL HIDRATADO,SUDESTE,RIO DE JANEIRO,ANGRA DOS REIS,3.915
fev-19,ETANOL HIDRATADO,CENTRO OESTE,GOIAS,APARECIDA DE GOIANIA,2.959
fev-19,ETANOL HIDRATADO,SUL,PARANA,APUCARANA,2.826
fev-19,ETANOL HIDRATADO,NORDESTE,SERGIPE,ARACAJU,3.301
fev-19,ETANOL HIDRATADO,SUDESTE,SAO PAULO,ARACATUBA,2.515
fev-19,ETANOL HIDRATADO,SUDESTE,ESPIRITO SANTO,ARACRUZ,3.597
fev-19,ETANOL HIDRATADO,NORTE,TOCANTINS,ARAGUAINA,3.744
fev-19,ETANOL HIDRATADO,SUDESTE,MINAS GERAIS,ARAGUARI,2.923
fev-19,ETANOL HIDRATADO,NORDESTE,ALAGOAS,ARAPIRACA,3.311
fev-19,ETANOL HIDRATADO,SUL,PARANA,ARAPONGAS,2.791
